"","Year","Sex","Age","Cause","Value"
"332",2017,"Female","95 +","Diseases of the circulatory system, ICD10",3575
"333",2017,"Female","95 +","Hypertensive diseases, ICD10",319
"334",2017,"Female","95 +","Ischaemic heart diseases, ICD10",1370
"335",2017,"Female","95 +","Cerebrovascular diseases, ICD10",872
"336",2017,"Female","95 +","Diseases of the respiratory  system, ICD10",945
"337",2017,"Female","95 +","Pneumonia, ICD10",376
"338",2017,"Female","95 +","External causes, ICD10",356
"339",2017,"Female","95 +","Accidents, ICD10",346
"340",2017,"Female","95 +","All causes, ICD10",8611
"341",2016,"Male","Total","Certain infectious and parasitic diseases, ICD10",1445
"342",2016,"Male","Total","Septicaemia, ICD10",816
"343",2016,"Male","Total","Neoplasms, ICD10",26158
"344",2016,"Male","Total","Malignant neoplasms, ICD10",25539
"345",2016,"Male","Total","Malignant neoplasm of lip, oral cavity and pharynx, ICD10",596
"346",2016,"Male","Total","Malignant neoplasm of oesophagus, ICD10",988
"347",2016,"Male","Total","Malignant neoplasm of stomach, ICD10",707
"348",2016,"Male","Total","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal, ICD10",2451
"349",2016,"Male","Total","Malignant neoplasm of liver and intrahepatic bile ducts, ICD10",1232
"350",2016,"Male","Total","Malignant neoplasm of pancreas, ICD10",1500
"351",2016,"Male","Total","Malignant neoplasm of trachea, bronchus and lung, ICD10",5024
"352",2016,"Male","Total","Malignant neoplasm of prostate, ICD10",3250
"353",2016,"Male","Total","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",2562
"354",2016,"Male","Total","Endocrine, nutritional and metabolic diseases, ICD10",3527
"355",2016,"Male","Total","Diabetes mellitus, ICD10",2584
"356",2016,"Male","Total","Mental and behavioural disorders, ICD10",3795
"357",2016,"Male","Total","Diseases of the nervous system, ICD10",4129
"358",2016,"Male","Total","Diseases of the circulatory system, ICD10",21843
"359",2016,"Male","Total","Hypertensive diseases, ICD10",879
"360",2016,"Male","Total","Ischaemic heart diseases, ICD10",10949
"361",2016,"Male","Total","Cerebrovascular diseases, ICD10",4244
"362",2016,"Male","Total","Diseases of arteries, arterioles and capillaries, ICD10",1006
"363",2016,"Male","Total","Diseases of the respiratory  system, ICD10",7482
"364",2016,"Male","Total","Pneumonia, ICD10",1240
"365",2016,"Male","Total","Chronic lower respiratory diseases, ICD10",4169
"366",2016,"Male","Total","Diseases of the digestive system, ICD10",2910
"367",2016,"Male","Total","Diseases of the liver, ICD10",1179
"368",2016,"Male","Total","Diseases of the musculoskeletal system and connective tissue, ICD10",473
"369",2016,"Male","Total","Diseases of the genitourinary system, ICD10",1569
"370",2016,"Male","Total","Disorders of kidney and ureter, ICD10",1168
"371",2016,"Male","Total","Certain conditions originating in the perinatal period, ICD10",316
"372",2016,"Male","Total","Congenital malformations, deformations and chromosomal abnormalities , ICD10",330
"373",2016,"Male","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified, ICD10",572
"374",2016,"Male","Total","External causes, ICD10",6845
"375",2016,"Male","Total","Accidents, ICD10",4239
"376",2016,"Male","Total","Transport accidents, ICD10",1099
"377",2016,"Male","Total","Falls, ICD10",1311
"378",2016,"Male","Total","Accidental poisoning by and exposure to noxious substances, ICD10",994
"379",2016,"Male","Total","Intentional self-harm, ICD10",2171
"380",2016,"Male","Total","All causes, ICD10",81867
"381",2016,"Male","0","All causes, ICD10",543
"382",2016,"Male","20 - 24","External causes, ICD10",427
"383",2016,"Male","20 - 24","All causes, ICD10",531
"384",2016,"Male","25 - 29","External causes, ICD10",439
"385",2016,"Male","25 - 29","All causes, ICD10",596
"386",2016,"Male","30 - 34","External causes, ICD10",485
"387",2016,"Male","30 - 34","All causes, ICD10",740
"388",2016,"Male","35 - 39","External causes, ICD10",523
"389",2016,"Male","35 - 39","All causes, ICD10",895
"390",2016,"Male","40 - 44","External causes, ICD10",538
"391",2016,"Male","40 - 44","All causes, ICD10",1291
"392",2016,"Male","45 - 49","Neoplasms, ICD10",480
"393",2016,"Male","45 - 49","Malignant neoplasms, ICD10",469
"394",2016,"Male","45 - 49","Diseases of the circulatory system, ICD10",364
"395",2016,"Male","45 - 49","External causes, ICD10",486
"396",2016,"Male","45 - 49","All causes, ICD10",1749
"397",2016,"Male","50 - 54","Neoplasms, ICD10",903
"398",2016,"Male","50 - 54","Malignant neoplasms, ICD10",893
"399",2016,"Male","50 - 54","Diseases of the circulatory system, ICD10",594
"400",2016,"Male","50 - 54","Ischaemic heart diseases, ICD10",358
"401",2016,"Male","50 - 54","External causes, ICD10",452
"402",2016,"Male","50 - 54","All causes, ICD10",2561
"403",2016,"Male","55 - 59","Neoplasms, ICD10",1542
"404",2016,"Male","55 - 59","Malignant neoplasms, ICD10",1527
"405",2016,"Male","55 - 59","Malignant neoplasm of trachea, bronchus and lung, ICD10",322
"406",2016,"Male","55 - 59","Diseases of the circulatory system, ICD10",807
"407",2016,"Male","55 - 59","Ischaemic heart diseases, ICD10",496
"408",2016,"Male","55 - 59","External causes, ICD10",396
"409",2016,"Male","55 - 59","All causes, ICD10",3660
"410",2016,"Male","60 - 64","Neoplasms, ICD10",2249
"411",2016,"Male","60 - 64","Malignant neoplasms, ICD10",2219
"412",2016,"Male","60 - 64","Malignant neoplasm of trachea, bronchus and lung, ICD10",498
"413",2016,"Male","60 - 64","Diseases of the circulatory system, ICD10",1077
"414",2016,"Male","60 - 64","Ischaemic heart diseases, ICD10",684
"415",2016,"Male","60 - 64","External causes, ICD10",353
"416",2016,"Male","60 - 64","All causes, ICD10",4872
"417",2016,"Male","65 - 69","Neoplasms, ICD10",3175
"418",2016,"Male","65 - 69","Malignant neoplasms, ICD10",3132
"419",2016,"Male","65 - 69","Malignant neoplasm of trachea, bronchus and lung, ICD10",703
"420",2016,"Male","65 - 69","Diseases of the circulatory system, ICD10",1537
"421",2016,"Male","65 - 69","Ischaemic heart diseases, ICD10",875
"422",2016,"Male","65 - 69","Diseases of the respiratory  system, ICD10",502
"423",2016,"Male","65 - 69","Chronic lower respiratory diseases, ICD10",323
"424",2016,"Male","65 - 69","All causes, ICD10",6764
"425",2016,"Male","70 - 74","Neoplasms, ICD10",3660
"426",2016,"Male","70 - 74","Malignant neoplasms, ICD10",3604
"427",2016,"Male","70 - 74","Malignant neoplasm of trachea, bronchus and lung, ICD10",865
"428",2016,"Male","70 - 74","Malignant neoplasm of prostate, ICD10",390
"429",2016,"Male","70 - 74","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",377
"430",2016,"Male","70 - 74","Endocrine, nutritional and metabolic diseases, ICD10",408
"431",2016,"Male","70 - 74","Diabetes mellitus, ICD10",313
"432",2016,"Male","70 - 74","Diseases of the nervous system, ICD10",419
"433",2016,"Male","70 - 74","Diseases of the circulatory system, ICD10",1959
"434",2016,"Male","70 - 74","Ischaemic heart diseases, ICD10",1032
"435",2016,"Male","70 - 74","Cerebrovascular diseases, ICD10",392
"436",2016,"Male","70 - 74","Diseases of the respiratory  system, ICD10",811
"437",2016,"Male","70 - 74","Chronic lower respiratory diseases, ICD10",551
"438",2016,"Male","70 - 74","Diseases of the digestive system, ICD10",319
"439",2016,"Male","70 - 74","All causes, ICD10",8411
"440",2016,"Male","75 - 79","Neoplasms, ICD10",4083
"441",2016,"Male","75 - 79","Malignant neoplasms, ICD10",4006
"442",2016,"Male","75 - 79","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal, ICD10",409
"443",2016,"Male","75 - 79","Malignant neoplasm of trachea, bronchus and lung, ICD10",859
"444",2016,"Male","75 - 79","Malignant neoplasm of prostate, ICD10",522
"445",2016,"Male","75 - 79","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",425
"446",2016,"Male","75 - 79","Endocrine, nutritional and metabolic diseases, ICD10",457
"447",2016,"Male","75 - 79","Diabetes mellitus, ICD10",355
"448",2016,"Male","75 - 79","Mental and behavioural disorders, ICD10",369
"449",2016,"Male","75 - 79","Diseases of the nervous system, ICD10",616
"450",2016,"Male","75 - 79","Diseases of the circulatory system, ICD10",2554
"451",2016,"Male","75 - 79","Ischaemic heart diseases, ICD10",1256
"452",2016,"Male","75 - 79","Cerebrovascular diseases, ICD10",569
"453",2016,"Male","75 - 79","Diseases of the respiratory  system, ICD10",1031
"454",2016,"Male","75 - 79","Chronic lower respiratory diseases, ICD10",632
"455",2016,"Male","75 - 79","External causes, ICD10",319
"456",2016,"Male","75 - 79","All causes, ICD10",10252
"457",2016,"Male","80 - 84","Neoplasms, ICD10",3996
"458",2016,"Male","80 - 84","Malignant neoplasms, ICD10",3874
"459",2016,"Male","80 - 84","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal, ICD10",341
"460",2016,"Male","80 - 84","Malignant neoplasm of trachea, bronchus and lung, ICD10",704
"461",2016,"Male","80 - 84","Malignant neoplasm of prostate, ICD10",659
"462",2016,"Male","80 - 84","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",451
"463",2016,"Male","80 - 84","Endocrine, nutritional and metabolic diseases, ICD10",623
"464",2016,"Male","80 - 84","Diabetes mellitus, ICD10",479
"465",2016,"Male","80 - 84","Mental and behavioural disorders, ICD10",723
"466",2016,"Male","80 - 84","Diseases of the nervous system, ICD10",798
"467",2016,"Male","80 - 84","Diseases of the circulatory system, ICD10",3488
"468",2016,"Male","80 - 84","Ischaemic heart diseases, ICD10",1628
"469",2016,"Male","80 - 84","Cerebrovascular diseases, ICD10",785
"470",2016,"Male","80 - 84","Diseases of the respiratory  system, ICD10",1325
"471",2016,"Male","80 - 84","Chronic lower respiratory diseases, ICD10",737
"472",2016,"Male","80 - 84","Diseases of the digestive system, ICD10",374
"473",2016,"Male","80 - 84","External causes, ICD10",447
"474",2016,"Male","80 - 84","Accidents, ICD10",372
"475",2016,"Male","80 - 84","All causes, ICD10",12513
"476",2016,"Male","85 - 89","Neoplasms, ICD10",3437
"477",2016,"Male","85 - 89","Malignant neoplasms, ICD10",3313
"478",2016,"Male","85 - 89","Malignant neoplasm of trachea, bronchus and lung, ICD10",568
"479",2016,"Male","85 - 89","Malignant neoplasm of prostate, ICD10",703
"480",2016,"Male","85 - 89","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",364
"481",2016,"Male","85 - 89","Endocrine, nutritional and metabolic diseases, ICD10",572
"482",2016,"Male","85 - 89","Diabetes mellitus, ICD10",444
"483",2016,"Male","85 - 89","Mental and behavioural disorders, ICD10",1046
"484",2016,"Male","85 - 89","Diseases of the nervous system, ICD10",856
"485",2016,"Male","85 - 89","Diseases of the circulatory system, ICD10",4520
"486",2016,"Male","85 - 89","Ischaemic heart diseases, ICD10",2090
"487",2016,"Male","85 - 89","Cerebrovascular diseases, ICD10",949
"488",2016,"Male","85 - 89","Diseases of the respiratory  system, ICD10",1545
"489",2016,"Male","85 - 89","Chronic lower respiratory diseases, ICD10",846
"490",2016,"Male","85 - 89","Diseases of the digestive system, ICD10",427
"491",2016,"Male","85 - 89","Diseases of the genitourinary system, ICD10",371
"492",2016,"Male","85 - 89","External causes, ICD10",555
"493",2016,"Male","85 - 89","Accidents, ICD10",484
"494",2016,"Male","85 - 89","Falls, ICD10",345
"495",2016,"Male","85 - 89","All causes, ICD10",13878
"496",2016,"Male","90 - 94","Neoplasms, ICD10",1612
"497",2016,"Male","90 - 94","Malignant neoplasms, ICD10",1527
"498",2016,"Male","90 - 94","Malignant neoplasm of prostate, ICD10",407
"499",2016,"Male","90 - 94","Endocrine, nutritional and metabolic diseases, ICD10",359
"500",2016,"Male","90 - 94","Mental and behavioural disorders, ICD10",847
"501",2016,"Male","90 - 94","Diseases of the nervous system, ICD10",444
"502",2016,"Male","90 - 94","Diseases of the circulatory system, ICD10",3210
"503",2016,"Male","90 - 94","Ischaemic heart diseases, ICD10",1520
"504",2016,"Male","90 - 94","Cerebrovascular diseases, ICD10",659
"505",2016,"Male","90 - 94","Diseases of the respiratory  system, ICD10",1117
"506",2016,"Male","90 - 94","Chronic lower respiratory diseases, ICD10",505
"507",2016,"Male","90 - 94","Diseases of the genitourinary system, ICD10",323
"508",2016,"Male","90 - 94","External causes, ICD10",405
"509",2016,"Male","90 - 94","Accidents, ICD10",367
"510",2016,"Male","90 - 94","All causes, ICD10",9000
"511",2016,"Male","95 +","Neoplasms, ICD10",396
"512",2016,"Male","95 +","Malignant neoplasms, ICD10",369
"513",2016,"Male","95 +","Mental and behavioural disorders, ICD10",312
"514",2016,"Male","95 +","Diseases of the circulatory system, ICD10",1260
"515",2016,"Male","95 +","Ischaemic heart diseases, ICD10",591
"516",2016,"Male","95 +","Diseases of the respiratory  system, ICD10",419
"517",2016,"Male","95 +","All causes, ICD10",3065
"518",2016,"Female","Total","Certain infectious and parasitic diseases, ICD10",1384
"519",2016,"Female","Total","Septicaemia, ICD10",873
"520",2016,"Female","Total","Neoplasms, ICD10",20167
"521",2016,"Female","Total","Malignant neoplasms, ICD10",19622
"522",2016,"Female","Total","Malignant neoplasm of oesophagus, ICD10",350
"523",2016,"Female","Total","Malignant neoplasm of stomach, ICD10",381
"524",2016,"Female","Total","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal, ICD10",1966
"525",2016,"Female","Total","Malignant neoplasm of liver and intrahepatic bile ducts, ICD10",634
"526",2016,"Female","Total","Malignant neoplasm of pancreas, ICD10",1411
"527",2016,"Female","Total","Malignant neoplasm of trachea, bronchus and lung, ICD10",3387
"528",2016,"Female","Total","Malignant neoplasm of female breast, ICD10",2978
"529",2016,"Female","Total","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",1811
"530",2016,"Female","Total","Endocrine, nutritional and metabolic diseases, ICD10",3240
"531",2016,"Female","Total","Diabetes mellitus, ICD10",2197
"532",2016,"Female","Total","Mental and behavioural disorders, ICD10",6140
"533",2016,"Female","Total","Diseases of the nervous system, ICD10",4676
"534",2016,"Female","Total","Diseases of the circulatory system, ICD10",22314
"535",2016,"Female","Total","Hypertensive diseases, ICD10",1357
"536",2016,"Female","Total","Ischaemic heart diseases, ICD10",8236
"537",2016,"Female","Total","Cerebrovascular diseases, ICD10",6225
"538",2016,"Female","Total","Diseases of arteries, arterioles and capillaries, ICD10",883
"539",2016,"Female","Total","Diseases of the respiratory  system, ICD10",7340
"540",2016,"Female","Total","Pneumonia, ICD10",1641
"541",2016,"Female","Total","Chronic lower respiratory diseases, ICD10",3896
"542",2016,"Female","Total","Diseases of the digestive system, ICD10",2863
"543",2016,"Female","Total","Diseases of the liver, ICD10",610
"544",2016,"Female","Total","Diseases of the musculoskeletal system and connective tissue, ICD10",903
"545",2016,"Female","Total","Diseases of the genitourinary system, ICD10",1894
"546",2016,"Female","Total","Disorders of kidney and ureter, ICD10",1318
"547",2016,"Female","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified, ICD10",736
"548",2016,"Female","Total","All other diseases, ICD10",312
"549",2016,"Female","Total","External causes, ICD10",3901
"550",2016,"Female","Total","Accidents, ICD10",2912
"551",2016,"Female","Total","Transport accidents, ICD10",368
"552",2016,"Female","Total","Falls, ICD10",1408
"553",2016,"Female","Total","Accidental poisoning by and exposure to noxious substances, ICD10",432
"554",2016,"Female","Total","Intentional self-harm, ICD10",736
"555",2016,"Female","Total","All causes, ICD10",76637
"556",2016,"Female","0","All causes, ICD10",427
"557",2016,"Female","30 - 34","All causes, ICD10",395
"558",2016,"Female","35 - 39","All causes, ICD10",477
"559",2016,"Female","40 - 44","All causes, ICD10",779
"560",2016,"Female","45 - 49","Neoplasms, ICD10",523
"561",2016,"Female","45 - 49","Malignant neoplasms, ICD10",520
"562",2016,"Female","45 - 49","All causes, ICD10",1109
"563",2016,"Female","50 - 54","Neoplasms, ICD10",825
"564",2016,"Female","50 - 54","Malignant neoplasms, ICD10",814
"565",2016,"Female","50 - 54","All causes, ICD10",1613
"566",2016,"Female","55 - 59","Neoplasms, ICD10",1272
"567",2016,"Female","55 - 59","Malignant neoplasms, ICD10",1254
"568",2016,"Female","55 - 59","All causes, ICD10",2288
"569",2016,"Female","60 - 64","Neoplasms, ICD10",1628
"570",2016,"Female","60 - 64","Malignant neoplasms, ICD10",1607
"571",2016,"Female","60 - 64","Malignant neoplasm of trachea, bronchus and lung, ICD10",349
"572",2016,"Female","60 - 64","Diseases of the circulatory system, ICD10",393
"573",2016,"Female","60 - 64","All causes, ICD10",2967
"574",2016,"Female","65 - 69","Neoplasms, ICD10",2185
"575",2016,"Female","65 - 69","Malignant neoplasms, ICD10",2160
"576",2016,"Female","65 - 69","Malignant neoplasm of trachea, bronchus and lung, ICD10",457
"577",2016,"Female","65 - 69","Malignant neoplasm of female breast, ICD10",359
"578",2016,"Female","65 - 69","Diseases of the circulatory system, ICD10",659
"579",2016,"Female","65 - 69","Diseases of the respiratory  system, ICD10",413
"580",2016,"Female","65 - 69","All causes, ICD10",4200
"581",2016,"Female","70 - 74","Neoplasms, ICD10",2459
"582",2016,"Female","70 - 74","Malignant neoplasms, ICD10",2423
"583",2016,"Female","70 - 74","Malignant neoplasm of trachea, bronchus and lung, ICD10",578
"584",2016,"Female","70 - 74","Malignant neoplasm of female breast, ICD10",330
"585",2016,"Female","70 - 74","Diseases of the circulatory system, ICD10",963
"586",2016,"Female","70 - 74","Ischaemic heart diseases, ICD10",385
"587",2016,"Female","70 - 74","Diseases of the respiratory  system, ICD10",594
"588",2016,"Female","70 - 74","Chronic lower respiratory diseases, ICD10",425
"589",2016,"Female","70 - 74","All causes, ICD10",5342
"590",2016,"Female","75 - 79","Neoplasms, ICD10",2750
"591",2016,"Female","75 - 79","Malignant neoplasms, ICD10",2698
"592",2016,"Female","75 - 79","Malignant neoplasm of trachea, bronchus and lung, ICD10",549
"593",2016,"Female","75 - 79","Mental and behavioural disorders, ICD10",376
"594",2016,"Female","75 - 79","Diseases of the nervous system, ICD10",477
"595",2016,"Female","75 - 79","Diseases of the circulatory system, ICD10",1720
"596",2016,"Female","75 - 79","Ischaemic heart diseases, ICD10",616
"597",2016,"Female","75 - 79","Cerebrovascular diseases, ICD10",510
"598",2016,"Female","75 - 79","Diseases of the respiratory  system, ICD10",806
"599",2016,"Female","75 - 79","Chronic lower respiratory diseases, ICD10",561
"600",2016,"Female","75 - 79","All causes, ICD10",7370
"601",2016,"Female","80 - 84","Neoplasms, ICD10",2827
"602",2016,"Female","80 - 84","Malignant neoplasms, ICD10",2734
"603",2016,"Female","80 - 84","Malignant neoplasm of trachea, bronchus and lung, ICD10",464
"604",2016,"Female","80 - 84","Malignant neoplasm of female breast, ICD10",316
"605",2016,"Female","80 - 84","Endocrine, nutritional and metabolic diseases, ICD10",514
"606",2016,"Female","80 - 84","Diabetes mellitus, ICD10",387
"607",2016,"Female","80 - 84","Mental and behavioural disorders, ICD10",829
"608",2016,"Female","80 - 84","Diseases of the nervous system, ICD10",767
"609",2016,"Female","80 - 84","Diseases of the circulatory system, ICD10",3077
"610",2016,"Female","80 - 84","Ischaemic heart diseases, ICD10",1084
"611",2016,"Female","80 - 84","Cerebrovascular diseases, ICD10",951
"612",2016,"Female","80 - 84","Diseases of the respiratory  system, ICD10",1138
"613",2016,"Female","80 - 84","Chronic lower respiratory diseases, ICD10",672
"614",2016,"Female","80 - 84","Diseases of the digestive system, ICD10",381
"615",2016,"Female","80 - 84","External causes, ICD10",368
"616",2016,"Female","80 - 84","Accidents, ICD10",331
"617",2016,"Female","80 - 84","All causes, ICD10",10653
"618",2016,"Female","85 - 89","Neoplasms, ICD10",2622
"619",2016,"Female","85 - 89","Malignant neoplasms, ICD10",2503
"620",2016,"Female","85 - 89","Endocrine, nutritional and metabolic diseases, ICD10",702
"621",2016,"Female","85 - 89","Diabetes mellitus, ICD10",495
"622",2016,"Female","85 - 89","Mental and behavioural disorders, ICD10",1620
"623",2016,"Female","85 - 89","Diseases of the nervous system, ICD10",1049
"624",2016,"Female","85 - 89","Diseases of the circulatory system, ICD10",5379
"625",2016,"Female","85 - 89","Hypertensive diseases, ICD10",312
"626",2016,"Female","85 - 89","Ischaemic heart diseases, ICD10",1952
"627",2016,"Female","85 - 89","Cerebrovascular diseases, ICD10",1549
"628",2016,"Female","85 - 89","Diseases of the respiratory  system, ICD10",1530
"629",2016,"Female","85 - 89","Pneumonia, ICD10",370
"630",2016,"Female","85 - 89","Chronic lower respiratory diseases, ICD10",756
"631",2016,"Female","85 - 89","Diseases of the digestive system, ICD10",585
"632",2016,"Female","85 - 89","Diseases of the genitourinary system, ICD10",463
"633",2016,"Female","85 - 89","Disorders of kidney and ureter, ICD10",325
"634",2016,"Female","85 - 89","External causes, ICD10",601
"635",2016,"Female","85 - 89","Accidents, ICD10",562
"636",2016,"Female","85 - 89","Falls, ICD10",380
"637",2016,"Female","85 - 89","All causes, ICD10",15288
"638",2016,"Female","90 - 94","Neoplasms, ICD10",1746
"639",2016,"Female","90 - 94","Malignant neoplasms, ICD10",1643
"640",2016,"Female","90 - 94","Endocrine, nutritional and metabolic diseases, ICD10",612
"641",2016,"Female","90 - 94","Diabetes mellitus, ICD10",396
"642",2016,"Female","90 - 94","Mental and behavioural disorders, ICD10",1893
"643",2016,"Female","90 - 94","Diseases of the nervous system, ICD10",986
"644",2016,"Female","90 - 94","Diseases of the circulatory system, ICD10",5863
"645",2016,"Female","90 - 94","Hypertensive diseases, ICD10",419
"646",2016,"Female","90 - 94","Ischaemic heart diseases, ICD10",2186
"647",2016,"Female","90 - 94","Cerebrovascular diseases, ICD10",1575
"648",2016,"Female","90 - 94","Diseases of the respiratory  system, ICD10",1481
"649",2016,"Female","90 - 94","Pneumonia, ICD10",492
"650",2016,"Female","90 - 94","Chronic lower respiratory diseases, ICD10",586
"651",2016,"Female","90 - 94","Diseases of the digestive system, ICD10",553
"652",2016,"Female","90 - 94","Diseases of the genitourinary system, ICD10",501
"653",2016,"Female","90 - 94","Disorders of kidney and ureter, ICD10",337
"654",2016,"Female","90 - 94","External causes, ICD10",616
"655",2016,"Female","90 - 94","Accidents, ICD10",588
"656",2016,"Female","90 - 94","Falls, ICD10",386
"657",2016,"Female","90 - 94","All causes, ICD10",14974
"658",2016,"Female","95 +","Neoplasms, ICD10",620
"659",2016,"Female","95 +","Malignant neoplasms, ICD10",574
"660",2016,"Female","95 +","Mental and behavioural disorders, ICD10",1143
"661",2016,"Female","95 +","Diseases of the nervous system, ICD10",449
"662",2016,"Female","95 +","Diseases of the circulatory system, ICD10",3358
"663",2016,"Female","95 +","Ischaemic heart diseases, ICD10",1289
"664",2016,"Female","95 +","Cerebrovascular diseases, ICD10",864
"665",2016,"Female","95 +","Diseases of the respiratory  system, ICD10",818
