"","Year","Sex","Age","Cause","Value"
"666",2016,"Female","95 +","Pneumonia, ICD10",343
"667",2016,"Female","95 +","All causes, ICD10",7983
"668",2015,"Male","Total","Certain infectious and parasitic diseases, ICD10",1452
"669",2015,"Male","Total","Septicaemia, ICD10",855
"670",2015,"Male","Total","Neoplasms, ICD10",26123
"671",2015,"Male","Total","Malignant neoplasms, ICD10",25445
"672",2015,"Male","Total","Malignant neoplasm of lip, oral cavity and pharynx, ICD10",641
"673",2015,"Male","Total","Malignant neoplasm of oesophagus, ICD10",949
"674",2015,"Male","Total","Malignant neoplasm of stomach, ICD10",711
"675",2015,"Male","Total","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal, ICD10",2394
"676",2015,"Male","Total","Malignant neoplasm of liver and intrahepatic bile ducts, ICD10",1222
"677",2015,"Male","Total","Malignant neoplasm of pancreas, ICD10",1433
"678",2015,"Male","Total","Malignant neoplasm of trachea, bronchus and lung, ICD10",4989
"679",2015,"Male","Total","Malignant neoplasm of prostate, ICD10",3195
"680",2015,"Male","Total","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",2531
"681",2015,"Male","Total","Endocrine, nutritional and metabolic diseases, ICD10",3379
"682",2015,"Male","Total","Diabetes mellitus, ICD10",2463
"683",2015,"Male","Total","Mental and behavioural disorders, ICD10",3598
"684",2015,"Male","Total","Diseases of the nervous system, ICD10",3901
"685",2015,"Male","Total","Diseases of the circulatory system, ICD10",21937
"686",2015,"Male","Total","Hypertensive diseases, ICD10",826
"687",2015,"Male","Total","Ischaemic heart diseases, ICD10",11075
"688",2015,"Male","Total","Cerebrovascular diseases, ICD10",4363
"689",2015,"Male","Total","Diseases of arteries, arterioles and capillaries, ICD10",998
"690",2015,"Male","Total","Diseases of the respiratory  system, ICD10",7214
"691",2015,"Male","Total","Pneumonia, ICD10",1186
"692",2015,"Male","Total","Chronic lower respiratory diseases, ICD10",4103
"693",2015,"Male","Total","Diseases of the digestive system, ICD10",2831
"694",2015,"Male","Total","Diseases of the liver, ICD10",1235
"695",2015,"Male","Total","Diseases of the musculoskeletal system and connective tissue, ICD10",452
"696",2015,"Male","Total","Diseases of the genitourinary system, ICD10",1624
"697",2015,"Male","Total","Disorders of kidney and ureter, ICD10",1234
"698",2015,"Male","Total","Congenital malformations, deformations and chromosomal abnormalities , ICD10",315
"699",2015,"Male","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified, ICD10",1041
"700",2015,"Male","Total","External causes, ICD10",6729
"701",2015,"Male","Total","Accidents, ICD10",3878
"702",2015,"Male","Total","Transport accidents, ICD10",1015
"703",2015,"Male","Total","Falls, ICD10",1154
"704",2015,"Male","Total","Accidental poisoning by and exposure to noxious substances, ICD10",823
"705",2015,"Male","Total","Intentional self-harm, ICD10",2292
"706",2015,"Male","Total","All other external causes, ICD10",380
"707",2015,"Male","Total","All causes, ICD10",81330
"708",2015,"Male","0","All causes, ICD10",542
"709",2015,"Male","20 - 24","External causes, ICD10",377
"710",2015,"Male","20 - 24","All causes, ICD10",506
"711",2015,"Male","25 - 29","External causes, ICD10",448
"712",2015,"Male","25 - 29","All causes, ICD10",612
"713",2015,"Male","30 - 34","External causes, ICD10",501
"714",2015,"Male","30 - 34","All causes, ICD10",774
"715",2015,"Male","35 - 39","External causes, ICD10",487
"716",2015,"Male","35 - 39","All causes, ICD10",907
"717",2015,"Male","40 - 44","External causes, ICD10",559
"718",2015,"Male","40 - 44","All causes, ICD10",1366
"719",2015,"Male","45 - 49","Neoplasms, ICD10",436
"720",2015,"Male","45 - 49","Malignant neoplasms, ICD10",431
"721",2015,"Male","45 - 49","Diseases of the circulatory system, ICD10",367
"722",2015,"Male","45 - 49","External causes, ICD10",546
"723",2015,"Male","45 - 49","All causes, ICD10",1812
"724",2015,"Male","50 - 54","Neoplasms, ICD10",920
"725",2015,"Male","50 - 54","Malignant neoplasms, ICD10",906
"726",2015,"Male","50 - 54","Diseases of the circulatory system, ICD10",606
"727",2015,"Male","50 - 54","Ischaemic heart diseases, ICD10",405
"728",2015,"Male","50 - 54","External causes, ICD10",486
"729",2015,"Male","50 - 54","All causes, ICD10",2691
"730",2015,"Male","55 - 59","Neoplasms, ICD10",1594
"731",2015,"Male","55 - 59","Malignant neoplasms, ICD10",1576
"732",2015,"Male","55 - 59","Malignant neoplasm of trachea, bronchus and lung, ICD10",327
"733",2015,"Male","55 - 59","Diseases of the circulatory system, ICD10",797
"734",2015,"Male","55 - 59","Ischaemic heart diseases, ICD10",498
"735",2015,"Male","55 - 59","External causes, ICD10",361
"736",2015,"Male","55 - 59","All causes, ICD10",3712
"737",2015,"Male","60 - 64","Neoplasms, ICD10",2280
"738",2015,"Male","60 - 64","Malignant neoplasms, ICD10",2255
"739",2015,"Male","60 - 64","Malignant neoplasm of trachea, bronchus and lung, ICD10",485
"740",2015,"Male","60 - 64","Diseases of the circulatory system, ICD10",1086
"741",2015,"Male","60 - 64","Ischaemic heart diseases, ICD10",656
"742",2015,"Male","60 - 64","All causes, ICD10",4925
"743",2015,"Male","65 - 69","Neoplasms, ICD10",3225
"744",2015,"Male","65 - 69","Malignant neoplasms, ICD10",3171
"745",2015,"Male","65 - 69","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal, ICD10",323
"746",2015,"Male","65 - 69","Malignant neoplasm of trachea, bronchus and lung, ICD10",698
"747",2015,"Male","65 - 69","Diseases of the circulatory system, ICD10",1520
"748",2015,"Male","65 - 69","Ischaemic heart diseases, ICD10",880
"749",2015,"Male","65 - 69","Diseases of the respiratory  system, ICD10",547
"750",2015,"Male","65 - 69","Chronic lower respiratory diseases, ICD10",378
"751",2015,"Male","65 - 69","All causes, ICD10",6834
"752",2015,"Male","70 - 74","Neoplasms, ICD10",3592
"753",2015,"Male","70 - 74","Malignant neoplasms, ICD10",3524
"754",2015,"Male","70 - 74","Malignant neoplasm of trachea, bronchus and lung, ICD10",883
"755",2015,"Male","70 - 74","Malignant neoplasm of prostate, ICD10",347
"756",2015,"Male","70 - 74","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",346
"757",2015,"Male","70 - 74","Endocrine, nutritional and metabolic diseases, ICD10",380
"758",2015,"Male","70 - 74","Diseases of the nervous system, ICD10",378
"759",2015,"Male","70 - 74","Diseases of the circulatory system, ICD10",1944
"760",2015,"Male","70 - 74","Ischaemic heart diseases, ICD10",1056
"761",2015,"Male","70 - 74","Cerebrovascular diseases, ICD10",350
"762",2015,"Male","70 - 74","Diseases of the respiratory  system, ICD10",724
"763",2015,"Male","70 - 74","Chronic lower respiratory diseases, ICD10",480
"764",2015,"Male","70 - 74","All causes, ICD10",8158
"765",2015,"Male","75 - 79","Neoplasms, ICD10",4019
"766",2015,"Male","75 - 79","Malignant neoplasms, ICD10",3909
"767",2015,"Male","75 - 79","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal, ICD10",372
"768",2015,"Male","75 - 79","Malignant neoplasm of trachea, bronchus and lung, ICD10",819
"769",2015,"Male","75 - 79","Malignant neoplasm of prostate, ICD10",482
"770",2015,"Male","75 - 79","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",444
"771",2015,"Male","75 - 79","Endocrine, nutritional and metabolic diseases, ICD10",478
"772",2015,"Male","75 - 79","Diabetes mellitus, ICD10",364
"773",2015,"Male","75 - 79","Mental and behavioural disorders, ICD10",345
"774",2015,"Male","75 - 79","Diseases of the nervous system, ICD10",537
"775",2015,"Male","75 - 79","Diseases of the circulatory system, ICD10",2530
"776",2015,"Male","75 - 79","Ischaemic heart diseases, ICD10",1248
"777",2015,"Male","75 - 79","Cerebrovascular diseases, ICD10",536
"778",2015,"Male","75 - 79","Diseases of the respiratory  system, ICD10",1057
"779",2015,"Male","75 - 79","Chronic lower respiratory diseases, ICD10",658
"780",2015,"Male","75 - 79","All causes, ICD10",10135
"781",2015,"Male","80 - 84","Neoplasms, ICD10",3934
"782",2015,"Male","80 - 84","Malignant neoplasms, ICD10",3790
"783",2015,"Male","80 - 84","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal, ICD10",345
"784",2015,"Male","80 - 84","Malignant neoplasm of trachea, bronchus and lung, ICD10",749
"785",2015,"Male","80 - 84","Malignant neoplasm of prostate, ICD10",646
"786",2015,"Male","80 - 84","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",399
"787",2015,"Male","80 - 84","Endocrine, nutritional and metabolic diseases, ICD10",559
"788",2015,"Male","80 - 84","Diabetes mellitus, ICD10",431
"789",2015,"Male","80 - 84","Mental and behavioural disorders, ICD10",683
"790",2015,"Male","80 - 84","Diseases of the nervous system, ICD10",754
"791",2015,"Male","80 - 84","Diseases of the circulatory system, ICD10",3612
"792",2015,"Male","80 - 84","Ischaemic heart diseases, ICD10",1703
"793",2015,"Male","80 - 84","Cerebrovascular diseases, ICD10",825
"794",2015,"Male","80 - 84","Diseases of the respiratory  system, ICD10",1285
"795",2015,"Male","80 - 84","Chronic lower respiratory diseases, ICD10",776
"796",2015,"Male","80 - 84","Diseases of the digestive system, ICD10",375
"797",2015,"Male","80 - 84","Diseases of the genitourinary system, ICD10",319
"798",2015,"Male","80 - 84","External causes, ICD10",438
"799",2015,"Male","80 - 84","Accidents, ICD10",342
"800",2015,"Male","80 - 84","All causes, ICD10",12399
"801",2015,"Male","85 - 89","Neoplasms, ICD10",3448
"802",2015,"Male","85 - 89","Malignant neoplasms, ICD10",3314
"803",2015,"Male","85 - 89","Malignant neoplasm of trachea, bronchus and lung, ICD10",501
"804",2015,"Male","85 - 89","Malignant neoplasm of prostate, ICD10",725
"805",2015,"Male","85 - 89","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",343
"806",2015,"Male","85 - 89","Endocrine, nutritional and metabolic diseases, ICD10",574
"807",2015,"Male","85 - 89","Diabetes mellitus, ICD10",431
"808",2015,"Male","85 - 89","Mental and behavioural disorders, ICD10",1069
"809",2015,"Male","85 - 89","Diseases of the nervous system, ICD10",857
"810",2015,"Male","85 - 89","Diseases of the circulatory system, ICD10",4551
"811",2015,"Male","85 - 89","Ischaemic heart diseases, ICD10",2116
"812",2015,"Male","85 - 89","Cerebrovascular diseases, ICD10",1001
"813",2015,"Male","85 - 89","Diseases of the respiratory  system, ICD10",1515
"814",2015,"Male","85 - 89","Chronic lower respiratory diseases, ICD10",790
"815",2015,"Male","85 - 89","Diseases of the digestive system, ICD10",402
"816",2015,"Male","85 - 89","Diseases of the genitourinary system, ICD10",419
"817",2015,"Male","85 - 89","Disorders of kidney and ureter, ICD10",315
"818",2015,"Male","85 - 89","External causes, ICD10",544
"819",2015,"Male","85 - 89","Accidents, ICD10",466
"820",2015,"Male","85 - 89","All causes, ICD10",13883
"821",2015,"Male","90 - 94","Neoplasms, ICD10",1645
"822",2015,"Male","90 - 94","Malignant neoplasms, ICD10",1579
"823",2015,"Male","90 - 94","Malignant neoplasm of prostate, ICD10",429
"824",2015,"Male","90 - 94","Endocrine, nutritional and metabolic diseases, ICD10",333
"825",2015,"Male","90 - 94","Mental and behavioural disorders, ICD10",736
"826",2015,"Male","90 - 94","Diseases of the nervous system, ICD10",439
"827",2015,"Male","90 - 94","Diseases of the circulatory system, ICD10",3262
"828",2015,"Male","90 - 94","Ischaemic heart diseases, ICD10",1529
"829",2015,"Male","90 - 94","Cerebrovascular diseases, ICD10",743
"830",2015,"Male","90 - 94","Diseases of the respiratory  system, ICD10",1018
"831",2015,"Male","90 - 94","Chronic lower respiratory diseases, ICD10",480
"832",2015,"Male","90 - 94","External causes, ICD10",340
"833",2015,"Male","90 - 94","All causes, ICD10",8670
"834",2015,"Male","95 +","Neoplasms, ICD10",362
"835",2015,"Male","95 +","Malignant neoplasms, ICD10",346
"836",2015,"Male","95 +","Diseases of the circulatory system, ICD10",1168
"837",2015,"Male","95 +","Ischaemic heart diseases, ICD10",539
"838",2015,"Male","95 +","Diseases of the respiratory  system, ICD10",359
"839",2015,"Male","95 +","All causes, ICD10",2817
"840",2015,"Female","Total","Certain infectious and parasitic diseases, ICD10",1391
"841",2015,"Female","Total","Septicaemia, ICD10",859
"842",2015,"Female","Total","Neoplasms, ICD10",20428
"843",2015,"Female","Total","Malignant neoplasms, ICD10",19845
"844",2015,"Female","Total","Malignant neoplasm of oesophagus, ICD10",380
"845",2015,"Female","Total","Malignant neoplasm of stomach, ICD10",439
"846",2015,"Female","Total","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal, ICD10",2039
"847",2015,"Female","Total","Malignant neoplasm of liver and intrahepatic bile ducts, ICD10",598
"848",2015,"Female","Total","Malignant neoplasm of pancreas, ICD10",1327
"849",2015,"Female","Total","Malignant neoplasm of trachea, bronchus and lung, ICD10",3477
"850",2015,"Female","Total","Malignant neoplasm of female breast, ICD10",2939
"851",2015,"Female","Total","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",1881
"852",2015,"Female","Total","Endocrine, nutritional and metabolic diseases, ICD10",3259
"853",2015,"Female","Total","Diabetes mellitus, ICD10",2199
"854",2015,"Female","Total","Mental and behavioural disorders, ICD10",5997
"855",2015,"Female","Total","Diseases of the nervous system, ICD10",4559
"856",2015,"Female","Total","Diseases of the circulatory system, ICD10",23455
"857",2015,"Female","Total","Hypertensive diseases, ICD10",1459
"858",2015,"Female","Total","Ischaemic heart diseases, ICD10",8702
"859",2015,"Female","Total","Cerebrovascular diseases, ICD10",6506
"860",2015,"Female","Total","Diseases of arteries, arterioles and capillaries, ICD10",895
"861",2015,"Female","Total","Diseases of the respiratory  system, ICD10",7100
"862",2015,"Female","Total","Pneumonia, ICD10",1567
"863",2015,"Female","Total","Chronic lower respiratory diseases, ICD10",3888
"864",2015,"Female","Total","Diseases of the digestive system, ICD10",2836
"865",2015,"Female","Total","Diseases of the liver, ICD10",622
"866",2015,"Female","Total","Diseases of the musculoskeletal system and connective tissue, ICD10",850
"867",2015,"Female","Total","Diseases of the genitourinary system, ICD10",1911
"868",2015,"Female","Total","Disorders of kidney and ureter, ICD10",1338
"869",2015,"Female","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified, ICD10",945
"870",2015,"Female","Total","All other diseases, ICD10",336
"871",2015,"Female","Total","External causes, ICD10",3844
"872",2015,"Female","Total","Accidents, ICD10",2784
"873",2015,"Female","Total","Transport accidents, ICD10",368
"874",2015,"Female","Total","Falls, ICD10",1320
"875",2015,"Female","Total","Accidental poisoning by and exposure to noxious substances, ICD10",369
"876",2015,"Female","Total","Intentional self-harm, ICD10",735
"877",2015,"Female","Total","All causes, ICD10",77722
"878",2015,"Female","0","All causes, ICD10",449
"879",2015,"Female","30 - 34","All causes, ICD10",332
"880",2015,"Female","35 - 39","All causes, ICD10",516
"881",2015,"Female","40 - 44","Neoplasms, ICD10",320
"882",2015,"Female","40 - 44","Malignant neoplasms, ICD10",317
"883",2015,"Female","40 - 44","All causes, ICD10",772
"884",2015,"Female","45 - 49","Neoplasms, ICD10",540
"885",2015,"Female","45 - 49","Malignant neoplasms, ICD10",535
"886",2015,"Female","45 - 49","All causes, ICD10",1121
"887",2015,"Female","50 - 54","Neoplasms, ICD10",902
"888",2015,"Female","50 - 54","Malignant neoplasms, ICD10",896
"889",2015,"Female","50 - 54","All causes, ICD10",1690
"890",2015,"Female","55 - 59","Neoplasms, ICD10",1237
"891",2015,"Female","55 - 59","Malignant neoplasms, ICD10",1229
"892",2015,"Female","55 - 59","All causes, ICD10",2266
"893",2015,"Female","60 - 64","Neoplasms, ICD10",1652
"894",2015,"Female","60 - 64","Malignant neoplasms, ICD10",1639
"895",2015,"Female","60 - 64","Malignant neoplasm of trachea, bronchus and lung, ICD10",385
"896",2015,"Female","60 - 64","Diseases of the circulatory system, ICD10",447
"897",2015,"Female","60 - 64","All causes, ICD10",2998
"898",2015,"Female","65 - 69","Neoplasms, ICD10",2228
"899",2015,"Female","65 - 69","Malignant neoplasms, ICD10",2198
"900",2015,"Female","65 - 69","Malignant neoplasm of trachea, bronchus and lung, ICD10",491
"901",2015,"Female","65 - 69","Malignant neoplasm of female breast, ICD10",332
"902",2015,"Female","65 - 69","Diseases of the circulatory system, ICD10",658
"903",2015,"Female","65 - 69","Diseases of the respiratory  system, ICD10",398
"904",2015,"Female","65 - 69","All causes, ICD10",4196
"905",2015,"Female","70 - 74","Neoplasms, ICD10",2430
"906",2015,"Female","70 - 74","Malignant neoplasms, ICD10",2397
"907",2015,"Female","70 - 74","Malignant neoplasm of trachea, bronchus and lung, ICD10",541
"908",2015,"Female","70 - 74","Diseases of the circulatory system, ICD10",1038
"909",2015,"Female","70 - 74","Ischaemic heart diseases, ICD10",394
"910",2015,"Female","70 - 74","Diseases of the respiratory  system, ICD10",590
"911",2015,"Female","70 - 74","Chronic lower respiratory diseases, ICD10",452
"912",2015,"Female","70 - 74","All causes, ICD10",5324
"913",2015,"Female","75 - 79","Neoplasms, ICD10",2768
"914",2015,"Female","75 - 79","Malignant neoplasms, ICD10",2700
"915",2015,"Female","75 - 79","Malignant neoplasm of trachea, bronchus and lung, ICD10",533
"916",2015,"Female","75 - 79","Malignant neoplasm of female breast, ICD10",332
"917",2015,"Female","75 - 79","Endocrine, nutritional and metabolic diseases, ICD10",356
"918",2015,"Female","75 - 79","Mental and behavioural disorders, ICD10",327
"919",2015,"Female","75 - 79","Diseases of the nervous system, ICD10",497
"920",2015,"Female","75 - 79","Diseases of the circulatory system, ICD10",1750
"921",2015,"Female","75 - 79","Ischaemic heart diseases, ICD10",629
"922",2015,"Female","75 - 79","Cerebrovascular diseases, ICD10",518
"923",2015,"Female","75 - 79","Diseases of the respiratory  system, ICD10",791
"924",2015,"Female","75 - 79","Chronic lower respiratory diseases, ICD10",549
"925",2015,"Female","75 - 79","All causes, ICD10",7479
"926",2015,"Female","80 - 84","Neoplasms, ICD10",2883
"927",2015,"Female","80 - 84","Malignant neoplasms, ICD10",2769
"928",2015,"Female","80 - 84","Malignant neoplasm of trachea, bronchus and lung, ICD10",448
"929",2015,"Female","80 - 84","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",323
"930",2015,"Female","80 - 84","Endocrine, nutritional and metabolic diseases, ICD10",557
"931",2015,"Female","80 - 84","Diabetes mellitus, ICD10",414
"932",2015,"Female","80 - 84","Mental and behavioural disorders, ICD10",834
"933",2015,"Female","80 - 84","Diseases of the nervous system, ICD10",758
"934",2015,"Female","80 - 84","Diseases of the circulatory system, ICD10",3278
"935",2015,"Female","80 - 84","Ischaemic heart diseases, ICD10",1185
"936",2015,"Female","80 - 84","Cerebrovascular diseases, ICD10",963
"937",2015,"Female","80 - 84","Diseases of the respiratory  system, ICD10",1072
"938",2015,"Female","80 - 84","Chronic lower respiratory diseases, ICD10",649
"939",2015,"Female","80 - 84","Diseases of the digestive system, ICD10",386
"940",2015,"Female","80 - 84","External causes, ICD10",393
"941",2015,"Female","80 - 84","Accidents, ICD10",349
"942",2015,"Female","80 - 84","All causes, ICD10",10960
"943",2015,"Female","85 - 89","Neoplasms, ICD10",2797
"944",2015,"Female","85 - 89","Malignant neoplasms, ICD10",2659
"945",2015,"Female","85 - 89","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal, ICD10",312
"946",2015,"Female","85 - 89","Malignant neoplasm of trachea, bronchus and lung, ICD10",374
"947",2015,"Female","85 - 89","Malignant neoplasm of lymphoid, haematopoietic and related tissue, ICD10",335
"948",2015,"Female","85 - 89","Endocrine, nutritional and metabolic diseases, ICD10",710
"949",2015,"Female","85 - 89","Diabetes mellitus, ICD10",499
"950",2015,"Female","85 - 89","Mental and behavioural disorders, ICD10",1625
"951",2015,"Female","85 - 89","Diseases of the nervous system, ICD10",1073
"952",2015,"Female","85 - 89","Diseases of the circulatory system, ICD10",5792
"953",2015,"Female","85 - 89","Hypertensive diseases, ICD10",328
"954",2015,"Female","85 - 89","Ischaemic heart diseases, ICD10",2143
"955",2015,"Female","85 - 89","Cerebrovascular diseases, ICD10",1691
"956",2015,"Female","85 - 89","Diseases of the respiratory  system, ICD10",1570
"957",2015,"Female","85 - 89","Pneumonia, ICD10",370
"958",2015,"Female","85 - 89","Chronic lower respiratory diseases, ICD10",796
"959",2015,"Female","85 - 89","Diseases of the digestive system, ICD10",586
"960",2015,"Female","85 - 89","Diseases of the genitourinary system, ICD10",461
"961",2015,"Female","85 - 89","Disorders of kidney and ureter, ICD10",316
"962",2015,"Female","85 - 89","External causes, ICD10",563
"963",2015,"Female","85 - 89","Accidents, ICD10",527
"964",2015,"Female","85 - 89","Falls, ICD10",327
"965",2015,"Female","85 - 89","All causes, ICD10",15890
"966",2015,"Female","90 - 94","Neoplasms, ICD10",1692
"967",2015,"Female","90 - 94","Malignant neoplasms, ICD10",1583
"968",2015,"Female","90 - 94","Endocrine, nutritional and metabolic diseases, ICD10",610
"969",2015,"Female","90 - 94","Diabetes mellitus, ICD10",381
"970",2015,"Female","90 - 94","Mental and behavioural disorders, ICD10",1875
"971",2015,"Female","90 - 94","Diseases of the nervous system, ICD10",920
"972",2015,"Female","90 - 94","Diseases of the circulatory system, ICD10",6266
"973",2015,"Female","90 - 94","Hypertensive diseases, ICD10",433
"974",2015,"Female","90 - 94","Ischaemic heart diseases, ICD10",2296
"975",2015,"Female","90 - 94","Cerebrovascular diseases, ICD10",1738
"976",2015,"Female","90 - 94","Diseases of the respiratory  system, ICD10",1395
"977",2015,"Female","90 - 94","Pneumonia, ICD10",445
"978",2015,"Female","90 - 94","Chronic lower respiratory diseases, ICD10",590
"979",2015,"Female","90 - 94","Diseases of the digestive system, ICD10",569
"980",2015,"Female","90 - 94","Diseases of the genitourinary system, ICD10",526
"981",2015,"Female","90 - 94","Disorders of kidney and ureter, ICD10",362
"982",2015,"Female","90 - 94","External causes, ICD10",558
"983",2015,"Female","90 - 94","Accidents, ICD10",534
"984",2015,"Female","90 - 94","Falls, ICD10",366
"985",2015,"Female","90 - 94","All causes, ICD10",15143
"986",2015,"Female","95 +","Neoplasms, ICD10",573
"987",2015,"Female","95 +","Malignant neoplasms, ICD10",539
"988",2015,"Female","95 +","Mental and behavioural disorders, ICD10",1075
"989",2015,"Female","95 +","Diseases of the nervous system, ICD10",404
"990",2015,"Female","95 +","Diseases of the circulatory system, ICD10",3403
"991",2015,"Female","95 +","Ischaemic heart diseases, ICD10",1311
"992",2015,"Female","95 +","Cerebrovascular diseases, ICD10",867
"993",2015,"Female","95 +","Diseases of the respiratory  system, ICD10",775
"994",2015,"Female","95 +","Pneumonia, ICD10",350
"995",2015,"Female","95 +","External causes, ICD10",314
"996",2015,"Female","95 +","All causes, ICD10",7793
